"city","state","country","report_summary","report_status","report_type","report_magnitude","land_uses","reporter_name","date_of_reform","last_updated","is_no_mandate_city","population","citation_url","lat","long"
"Schoolcraft","MI","US","Land uses within the CBD: Central business district are exempt from parking requirements. Parking maximums are set at 120% of the minimums.","Implemented","Eliminate Parking Minimums, Parking Maximums","City Center/Business District","All Uses","Samuel Deetz","","March 22, 2024, 1:24:45 PM PDT",0,1466,"https://parkingreform.org/mandates-map/city_detail/Schoolcraft_MI.html",42.115795,-85.637062
"Schuyler","NE","US","Any use within the CBD Central Business District is exempt from the off-street parking requirements.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:05 AM PST",0,6547,"https://parkingreform.org/mandates-map/city_detail/Schuyler_NE.html",41.4473547,-97.0572541
"Scotland","","UK","Parking maximums apply to commercial and public/semi-public uses.","Implemented","Parking Maximums","Regional","Commercial, Other","Samuel Deetz","","April 10, 2024, 8:59:51 PM PDT",0,5436600,"https://parkingreform.org/mandates-map/city_detail/Scotland.html",56.7861112,-4.1140518
"Scottsbluff","NE","US","No off-street parking spaces are required for dwelling units or residential uses in the Central Business District (C-1) District.","Implemented","Eliminate Parking Minimums","City Center/Business District","Residential","Samuel Deetz","","November 28, 2023, 11:47:06 AM PST",0,14436,"https://parkingreform.org/mandates-map/city_detail/Scottsbluff_NE.html",41.862302,-103.6627088
"Scottsdale","AZ","US","Parking requirements are reduced in the downtown area. On-street parking may count towards parking minimums outside the downtown area. Within the Downtown Overlay District (DO) and the Downtown District (D), a fee in-lieu of required parking may be provided.","Implemented","Reduce Parking Minimums","City Center/Business District, Citywide","All Uses, Commercial","Samuel Deetz","","January 19, 2024, 10:57:04 AM PST",0,241361,"https://parkingreform.org/mandates-map/city_detail/Scottsdale_AZ.html",33.4942189,-111.926018
"Scranton","PA","US","The C-D District (Downtown) of Scranton, PA is exempt from off-street parking requirements.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Craig Beavers","","November 28, 2023, 11:47:04 AM PST",0,76997,"https://parkingreform.org/mandates-map/city_detail/Scranton_PA.html",41.4086874,-75.6621294
"Seabrook","NH","US","Seabrook, NH has no minimum parking requirements and has parking maximums in commercial and industrial districts. Planning Board has have discretion of uses not specifically specified in the code.","Implemented","Parking Maximums, Eliminate Parking Minimums","Citywide","All Uses","Tom Morgan","Jan 8, 2019","March 9, 2024, 9:14:53 AM PST",1,8869,"https://parkingreform.org/mandates-map/city_detail/Seabrook_NH.html",42.8846631,-70.8601957
"Searcy","AR","US","The C-1 Downtown Commercial District is exempt from minimum parking requirements.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:19 AM PST",0,22937,"https://parkingreform.org/mandates-map/city_detail/Searcy_AR.html",35.248688,-91.737565
"Seattle","WA","US","Parking is currently not required for any non-hospital uses in designated Urban Centers and Station Overlay Areas, plus any properties within 1/4 mile of a frequent transit stop that lie inside Urban Village boundaries.

For commercial and multifamily residential zones outside of Urban Villages, parking requirements are reduced by 50% within 1/4 mile of frequent transit stops.

Map: https://www.seattle.gov/Documents/Departments/OPCD/Vault/RegulatoryReform/ParkingFlexibilityAreasMap.pdf. Dark and light grey areas have no parking requirements (except for hospitals), and yellow areas have 50% parking reductions.","Implemented","Eliminate Parking Minimums, Parking Maximums","City Center/Business District, Transit Oriented, Main Street/Special","High Density Residential, Commercial","","","November 28, 2023, 11:47:04 AM PST",0,753675,"https://parkingreform.org/mandates-map/city_detail/Seattle_WA.html",47.6038321,-122.3300624
"Sebewaing","MI","US","In commercial and industrial districts, parking requirements are reduced for mixed-uses and public parking may count towards requirements.","Implemented","Reduce Parking Minimums","City Center/Business District, Main Street/Special","Commercial, Industrial, Other","Samuel Deetz","","March 11, 2024, 2:01:11 PM PDT",0,1721,"https://parkingreform.org/mandates-map/city_detail/Sebewaing_MI.html",43.7323467,-83.4513398
"Sedalia","MO","US","All uses in the C-2 general business district, except for one-family or two-family dwellings, are exempt from minimum parking requirements.","Implemented","Eliminate Parking Minimums","City Center/Business District","Commercial, Industrial, Medical, High Density Residential","Samuel Deetz","","November 28, 2023, 11:47:06 AM PST",0,21725,"https://parkingreform.org/mandates-map/city_detail/Sedalia_MO.html",38.7098314,-93.2295515
"Seligman","MO","US","Off-street parking is not required in the ""C-l"" Central Business District for existing structures. Any new structures must have at least one (1) parking spot for each five hundred (500) square feet or fraction thereof of floor space.","Implemented","Reduce Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:16 AM PST",0,813,"https://parkingreform.org/mandates-map/city_detail/Seligman_MO.html",36.5208001,-93.9390651
"Selma","AL","US","Commercial uses are exempt from parking mandates.","Implemented","Eliminate Parking Minimums","Citywide","Commercial","Samuel Deetz","","January 22, 2024, 3:15:45 PM PST",0,17971,"https://parkingreform.org/mandates-map/city_detail/Selma_AL.html",32.4078632,-87.0207473
"Senatobia","MS","US","The downtown area of the C-3 Central Business District is exempt from parking mandates. This area is defined as west of the railroad tracks, south of College Street, east of Ward Street, north of Tate Street, and east of Highway 51 on Main Street.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","April 2, 2024, 2:45:56 PM PDT",0,8354,"https://parkingreform.org/mandates-map/city_detail/Senatobia_MS.html",34.6187807,-89.9646282
"Seneca","KS","US","The C-1 Downtown Commercial District is exempt from minimum parking requirements.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:09 AM PST",0,2139,"https://parkingreform.org/mandates-map/city_detail/Seneca_KS.html",39.834165,-96.064168
"Seneca","IL","US","The downtown parking zone (DPZ) approximates an area that historically has been the village's downtown and also includes the area around village hall. Small residential and business land uses within the DPZ are exempt from the minimum parking requirements of this section. However, if a commercial land use has a gross floor area of five thousand (5,000) square feet or more, then the standards apply. If parking is required of a particular use in the DPZ, all on-street parking spaces within one hundred fifty feet (150') and any parking spaces within municipal parking lots within three hundred feet (300') may count towards the required number of off street parking spaces. Commercial establishments within the DPZ may not provide a number of off street parking spaces that is greater than one hundred percent (100%) of the parking requirement for that particular establishment's land use.","Implemented","Eliminate Parking Minimums, Reduce Parking Minimums, Parking Maximums","City Center/Business District","All Uses","Samuel Deetz","","March 27, 2024, 10:20:51 AM PDT",0,2353,"https://parkingreform.org/mandates-map/city_detail/Seneca_IL.html",41.3107161,-88.6090863
"Sergeant Bluff","IA","US","Minimum parking requirements do not apply to the BGC Central General Business District.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:10 AM PST",0,5015,"https://parkingreform.org/mandates-map/city_detail/SergeantBluff_IA.html",42.4039197,-96.3589804
"Severance","CO","US","Within the Town Core and Multi-Use Development Nodes, parking requirements are reduced and on-street parking may count towards the minimums.","Implemented","Reduce Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","February 21, 2024, 11:46:58 AM PST",0,7683,"https://parkingreform.org/mandates-map/city_detail/Severance_CO.html",40.5231623,-104.850919
"Seward","NE","US","Any use within the CBD Downtown Seward District is exempt from off-street parking requirements.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:10 AM PST",0,7643,"https://parkingreform.org/mandates-map/city_detail/Seward_NE.html",40.906953,-97.098923
"Seward","AK","US","Businesses in the CB Central Business and HC Harbor Commercial Districts are exempt from parking mandates.","Implemented","Eliminate Parking Minimums","City Center/Business District","Commercial","Samuel Deetz","","February 15, 2024, 10:06:03 AM PST",0,2717,"https://parkingreform.org/mandates-map/city_detail/Seward_AK.html",60.1013952,-149.4404281
"Seymour","MO","US","Off-street parking is not required in the B-1 Central Business District.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:12 AM PST",0,1841,"https://parkingreform.org/mandates-map/city_detail/Seymour_MO.html",37.1464398,-92.7687819
"Shaker Heights","OH","US","Some or all of the requirements for off-street parking spaces may be met by the provision of on-street spaces. In commercial districts or office districts all business uses in structures erected prior to the date of the Zoning Ordinance are exempt from the parking requirements. 
When the application of off-street parking regulations results in a requirement of three (3) or fewer spaces on a single zoning lot in a business district, such off-street parking spaces need not be provided. This exemption does not apply to dwelling units.","Implemented","Reduce Parking Minimums, Eliminate Parking Minimums","City Center/Business District","Commercial, Industrial","Samuel Deetz","","November 28, 2023, 11:47:18 AM PST",0,29439,"https://parkingreform.org/mandates-map/city_detail/ShakerHeights_OH.html",41.4739419,-81.5370671
